bowler,format,innings_bowled,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate,five_wkts,four_wkts,best_wkts,best_bowling,matches
Tashi Phuntsho,T20I,14,252,218.0,20,156,14,0,42.0,5.19,10.9,61.9,12.6,0.0,1.0,4.0,4/6.0,18
PM Siddle,ODI,19,903,743.0,20,538,18,2,150.5,4.94,37.15,59.58,45.15,0.0,0.0,3.0,3/54.0,20
JM Anderson,T20I,19,422,552.0,20,175,31,0,70.3,7.85,27.6,41.47,21.1,0.0,0.0,3.0,3/23.0,19
MK Villiers,T20I,17,254,282.0,20,110,2,0,42.3,6.66,14.1,43.31,12.7,0.0,0.0,3.0,3/27.0,19
D Foerster,T20I,24,343,271.0,20,192,26,1,57.2,4.74,13.55,55.98,17.15,0.0,0.0,3.0,3/14.0,43
NT Ellis,IPL,17,381,546.0,20,124,9,3,63.5,8.6,27.3,32.55,19.05,0.0,2.0,4.0,4/30.0,17
SPD Smith,Test,48,1472,1008.0,20,904,0,2,245.3,4.11,50.4,61.41,73.6,0.0,1.0,4.0,4/83.0,125
AA Gajic,T20I,14,273,374.0,20,111,12,2,45.5,8.22,18.7,40.66,13.65,0.0,2.0,4.0,4/11.0,15
MR Adair,Test,7,1119,686.0,20,826,10,4,186.5,3.68,34.3,73.82,55.95,1.0,1.0,6.0,6/97.0,7
Umaima Sohail,ODI,32,828,717.0,20,405,20,1,138.0,5.2,35.85,48.91,41.4,0.0,0.0,3.0,3/31.0,44
D Madushanka,T20I,18,371,583.0,20,147,24,3,61.8,9.43,29.15,39.62,18.55,0.0,1.0,4.0,4/33.0,18
D Koralalage,T20I,10,195,116.0,20,147,46,5,32.5,3.57,5.8,75.38,9.75,0.0,1.0,4.0,4/3.0,10
Ubaid Shah,PSL,19,358,579.0,20,147,10,3,59.7,9.7,28.95,41.06,17.9,0.0,0.0,3.0,3/37.0,19
F Akankwasa,T20I,18,318,325.0,20,142,4,2,53.0,6.13,16.25,44.65,15.9,1.0,0.0,5.0,5/9.0,26
BJ Webster,BBL,39,590,727.0,20,171,11,2,98.3,7.39,36.35,28.98,29.5,0.0,1.0,4.0,4/28.0,88
XC Bartlett,ODI,8,385,299.0,20,227,13,0,64.2,4.66,14.95,58.96,19.25,1.0,1.0,5.0,5/16.0,8
CL Cairns,ODI,23,933,775.0,20,528,15,9,155.5,4.98,38.75,56.59,46.65,0.0,0.0,3.0,3/39.0,35
Shafiul Islam,Test,11,1735,942.0,20,1246,11,1,289.2,3.26,47.1,71.82,86.75,0.0,1.0,4.0,4/66.0,11
Ali Khan,T20I,20,424,613.0,20,161,30,3,70.7,8.67,30.65,37.97,21.2,0.0,0.0,3.0,3/22.0,20
IG Holland,ODI,14,628,466.0,20,368,10,0,104.7,4.45,23.3,58.6,31.4,0.0,0.0,3.0,3/11.0,15
O Lefaga,T20I,12,248,174.0,20,172,19,8,41.3,4.21,8.7,69.35,12.4,1.0,0.0,6.0,6/6.0,12
Edward Fleming,T20I,14,299,292.0,20,119,3,0,49.8,5.86,14.6,39.8,14.95,0.0,0.0,3.0,3/11.0,15
MM Ali,CPL,23,372,421.0,20,184,5,0,62.0,6.79,21.05,49.46,18.6,0.0,0.0,3.0,3/9.0,27
I van der Woning,T20I,32,434,548.0,20,213,38,7,72.3,7.58,27.4,49.08,21.7,0.0,1.0,4.0,4/14.0,34
DEM Carter,T20I,24,331,338.0,20,158,15,1,55.2,6.13,16.9,47.73,16.55,0.0,1.0,4.0,4/23.0,46
Umair Qasim,T20I,23,397,521.0,20,179,25,5,66.2,7.87,26.05,45.09,19.85,0.0,0.0,3.0,3/13.0,25
MH Yardy,ODI,27,1273,1034.0,20,601,16,1,212.2,4.87,51.7,47.21,63.65,0.0,0.0,3.0,3/24.0,27
Danyal Raja,T20I,22,392,575.0,20,199,50,0,65.3,8.8,28.75,50.77,19.6,0.0,0.0,3.0,3/31.0,23
A Shahi,T20I,17,312,403.0,20,127,30,3,52.0,7.75,20.15,40.71,15.6,0.0,0.0,3.0,3/14.0,17
A Savvani,T20I,21,378,402.0,20,168,48,7,63.0,6.38,20.1,44.44,18.9,1.0,0.0,6.0,6/2.0,22
T Iosefo,T20I,13,241,206.0,20,130,14,4,40.2,5.13,10.3,53.94,12.05,0.0,0.0,3.0,3/5.0,14
S Kato,T20I,26,529,438.0,20,294,31,5,88.2,4.97,21.9,55.58,26.45,0.0,0.0,3.0,3/5.0,28
S Jimmy,ODI,11,507,303.0,20,332,12,1,84.5,3.59,15.15,65.48,25.35,1.0,1.0,5.0,5/22.0,11
S Jegannathan,T20I,13,252,262.0,20,128,6,0,42.0,6.24,13.1,50.79,12.6,0.0,0.0,3.0,3/14.0,17
S Sola,T20I,18,336,366.0,20,142,7,1,56.0,6.54,18.3,42.26,16.8,0.0,0.0,3.0,3/9.0,20
TG Norris,T20I,13,252,189.0,20,162,10,0,42.0,4.5,9.45,64.29,12.6,0.0,2.0,4.0,4/10.0,13
DB Loic,T20I,19,318,332.0,20,184,54,1,53.0,6.26,16.6,57.86,15.9,0.0,0.0,3.0,3/1.0,20
TD Smartt,T20I,24,435,420.0,20,224,13,16,72.5,5.79,21.0,51.49,21.75,0.0,0.0,3.0,3/15.0,25
KIC Asalanka,ODI,33,754,626.0,20,382,7,0,125.7,4.98,31.3,50.66,37.7,0.0,2.0,4.0,4/18.0,73
KJ Garth,WPL,15,331,443.0,20,141,20,1,55.2,8.03,22.15,42.6,16.55,1.0,0.0,5.0,5/33.0,15
Zeerak Chughtai,T20I,14,209,304.0,20,74,16,2,34.8,8.73,15.2,35.41,10.45,0.0,2.0,4.0,4/15.0,16
KS Gautam,WPL,18,366,477.0,20,159,8,6,61.0,7.82,23.85,43.44,18.3,0.0,0.0,3.0,3/11.0,18
KS Bagabena,T20I,32,475,545.0,20,232,30,2,79.2,6.88,27.25,48.84,23.75,1.0,0.0,5.0,5/9.0,36
A Ashish Reddy,IPL,20,264,396.0,19,83,6,2,44.0,9.0,20.84,31.44,13.89,0.0,0.0,3.0,3/24.0,31
KT Maphaka,T20I,19,407,603.0,19,153,35,7,67.8,8.89,31.74,37.59,21.42,0.0,1.0,4.0,4/19.0,20
S Kushretha,T20I,11,252,267.0,19,122,4,0,42.0,6.36,14.05,48.41,13.26,0.0,1.0,4.0,4/22.0,11
DAM Louis,T20I,12,229,288.0,19,79,5,1,38.2,7.55,15.16,34.5,12.05,0.0,0.0,3.0,3/19.0,12
DC Smith,T20I,28,474,595.0,19,193,25,3,79.0,7.53,31.32,40.72,24.95,0.0,0.0,3.0,3/18.0,34
L Bonner,T20I,10,221,187.0,19,119,5,0,36.8,5.08,9.84,53.85,11.63,1.0,0.0,5.0,5/9.0,10
DJ Hussey,ODI,37,778,684.0,19,339,13,0,129.7,5.28,36.0,43.57,40.95,0.0,2.0,4.0,4/21.0,67
S Gooch,T20I,12,228,279.0,19,112,9,0,38.0,7.34,14.68,49.12,12.0,0.0,0.0,3.0,3/16.0,16
S Godara,T20I,14,284,334.0,19,159,20,2,47.3,7.06,17.58,55.99,14.95,0.0,1.0,4.0,4/3.0,14
AJ Bichel,Test,5,1222,667.0,19,940,4,28,203.7,3.27,35.11,76.92,64.32,2.0,1.0,6.0,6/124.0,5
TJG Pringle,T20I,22,420,453.0,19,168,3,0,70.0,6.47,23.84,40.0,22.11,0.0,0.0,3.0,3/20.0,22
IC Pandey,IPL,24,464,591.0,19,223,5,2,77.3,7.64,31.11,48.06,24.42,0.0,0.0,2.0,2/22.0,25
GC Smith,ODI,33,808,724.0,19,345,33,0,134.7,5.38,38.11,42.7,42.53,0.0,1.0,4.0,4/28.0,155
Umer Khan,PSL,15,306,397.0,19,113,8,0,51.0,7.78,20.89,36.93,16.11,0.0,0.0,3.0,3/21.0,17
G Dempsey,ODI,21,889,788.0,19,506,46,6,148.2,5.32,41.47,56.92,46.79,0.0,1.0,4.0,4/51.0,21
G Wetherall,T20I,15,299,298.0,19,145,27,5,49.8,5.98,15.68,48.49,15.74,1.0,0.0,5.0,5/17.0,21
DR Tuffey,Test,6,1197,552.0,19,943,2,4,199.5,2.77,29.05,78.78,63.0,1.0,2.0,7.0,7/110.0,6
MBA Lamplough,T20I,19,361,328.0,19,183,21,1,60.2,5.45,17.26,50.69,19.0,0.0,1.0,4.0,4/11.0,40
JM Davison,ODI,15,618,511.0,19,312,12,0,103.0,4.96,26.89,50.49,32.53,0.0,1.0,4.0,4/60.0,16
PD Collingwood,Test,44,1781,959.0,19,1299,8,8,296.8,3.23,50.47,72.94,93.74,0.0,0.0,3.0,3/35.0,64
JP Behrendorff,T20I,16,321,443.0,19,140,8,3,53.5,8.28,23.32,43.61,16.89,0.0,1.0,4.0,4/21.0,17
DT Johnston,T20I,18,388,389.0,19,191,7,4,64.7,6.02,20.47,49.23,20.42,0.0,0.0,3.0,3/19.0,19
JP Faulkner,PSL,12,264,352.0,19,108,1,0,44.0,8.0,18.53,40.91,13.89,0.0,0.0,3.0,3/19.0,12
IECM Wong,WPL,12,232,260.0,19,121,7,1,38.7,6.72,13.68,52.16,12.21,1.0,0.0,5.0,5/14.0,12
Akif Raja,T20I,19,337,433.0,19,152,17,1,56.2,7.71,22.79,45.1,17.74,0.0,0.0,3.0,3/20.0,19
Akhil Anil,T20I,19,332,366.0,19,147,20,0,55.3,6.61,19.26,44.28,17.47,0.0,0.0,3.0,3/16.0,23
Shabbir Ahmed,Test,3,857,361.0,19,685,4,8,142.8,2.53,19.0,79.93,45.11,3.0,0.0,7.0,7/137.0,3
Alina Aslam,T20I,19,407,355.0,19,231,49,6,67.8,5.23,18.68,56.76,21.42,0.0,0.0,3.0,3/15.0,19
Nasum Ahmed,ODI,17,865,655.0,19,501,9,0,144.2,4.54,34.47,57.92,45.53,0.0,0.0,3.0,3/11.0,18
WP Masakadza,Test,7,1381,790.0,19,941,0,0,230.2,3.43,41.58,68.14,72.68,2.0,1.0,5.0,5/41.0,7
M Zondeki,Test,5,642,385.0,19,459,3,18,107.0,3.6,20.26,71.5,33.79,1.0,1.0,9.0,9/104.0,5
FL Mackay,ODI,14,610,471.0,19,316,4,0,101.7,4.63,24.79,51.8,32.11,0.0,1.0,4.0,4/33.0,14
R Shepherd,IPL,28,361,706.0,19,105,20,1,60.2,11.73,37.16,29.09,19.0,0.0,0.0,3.0,3/39.0,33
AM Peterson,ODI,16,590,369.0,19,352,3,0,98.3,3.75,19.42,59.66,31.05,0.0,1.0,4.0,4/28.0,16
R Powell,CPL,34,451,811.0,19,117,44,7,75.2,10.79,42.68,25.94,23.74,0.0,0.0,3.0,3/21.0,109
Shariz Ahmad,ODI,18,592,593.0,19,273,3,0,98.7,6.01,31.21,46.11,31.16,1.0,0.0,5.0,5/43.0,20
Sultana Khatun,T20I,21,402,455.0,19,170,5,1,67.0,6.79,23.95,42.29,21.16,0.0,0.0,3.0,3/7.0,21
K Santokie,T20I,12,245,278.0,19,114,6,0,40.8,6.81,14.63,46.53,12.89,0.0,1.0,4.0,4/21.0,12
HH Pandya,Test,10,887,504.0,19,636,7,4,147.8,3.41,26.53,71.7,46.68,1.0,0.0,6.0,6/49.0,10
HL Colvin,ODI,11,614,380.0,19,374,8,0,102.3,3.71,20.0,60.91,32.32,0.0,0.0,3.0,3/21.0,11
R Nehonde,T20I,18,298,349.0,19,123,14,0,49.7,7.03,18.37,41.28,15.68,0.0,2.0,4.0,4/7.0,47
R McLaren,T20I,12,264,332.0,19,103,10,1,44.0,7.55,17.47,39.02,13.89,0.0,2.0,4.0,4/17.0,12
R Ntozakhe,ODI,18,783,473.0,19,509,26,3,130.5,3.62,24.89,65.01,41.21,0.0,0.0,3.0,3/16.0,18
M Choamba,T20I,23,308,265.0,19,153,6,0,51.3,5.16,13.95,49.68,16.21,0.0,1.0,4.0,4/19.0,33
SJ Benn,T20I,23,485,603.0,19,180,6,1,80.8,7.46,31.74,37.11,25.53,0.0,1.0,4.0,4/6.0,23
FA Sargent,ODI,16,757,752.0,19,322,19,1,126.2,5.96,39.58,42.54,39.84,0.0,0.0,3.0,3/29.0,16
M Gogev,T20I,21,391,616.0,19,143,22,1,65.2,9.45,32.42,36.57,20.58,0.0,0.0,3.0,3/35.0,23
BM Edmondson,BBL,9,212,311.0,19,78,6,1,35.3,8.8,16.37,36.79,11.16,0.0,2.0,4.0,4/38.0,9
HMRKB Herath,T20I,16,341,349.0,19,142,3,0,56.8,6.14,18.37,41.64,17.95,1.0,0.0,7.0,7/3.0,16
BN Toube,T20I,16,281,364.0,19,131,17,3,46.8,7.77,19.16,46.62,14.79,0.0,1.0,4.0,4/22.0,19
AR McBrine,T20I,19,330,380.0,19,120,4,0,55.0,6.91,20.0,36.36,17.37,0.0,0.0,2.0,2/7.0,22
M Vervitsioti,T20I,24,368,399.0,19,188,60,8,61.3,6.51,21.0,51.09,19.37,0.0,0.0,3.0,3/21.0,24
F Odhiambo,T20I,24,351,300.0,19,195,10,2,58.5,5.13,15.79,55.56,18.47,0.0,1.0,4.0,4/10.0,31
Hammadullah Shinwari,T20I,11,240,251.0,19,125,2,1,40.0,6.28,13.21,52.08,12.63,2.0,1.0,6.0,6/7.0,11
M Sarenac,T20I,18,273,410.0,19,110,30,5,45.5,9.01,21.58,40.29,14.37,0.0,1.0,4.0,4/29.0,18
D Marks,T20I,16,340,510.0,19,134,26,2,56.7,9.0,26.84,39.41,17.89,0.0,0.0,3.0,3/23.0,16
DS Rathi,IPL,23,548,826.0,19,154,13,2,91.3,9.04,43.47,28.1,28.84,0.0,0.0,2.0,2/26.0,23
PKD Chase,ODI,13,636,764.0,19,331,32,7,106.0,7.21,40.21,52.04,33.47,0.0,0.0,3.0,3/30.0,13
PJ Cummins,BBL,15,331,485.0,19,139,17,3,55.2,8.79,25.53,41.99,17.42,0.0,0.0,3.0,3/6.0,15
KL Cross,Test,7,1283,698.0,19,956,2,11,213.8,3.26,36.74,74.51,67.53,2.0,0.0,6.0,6/71.0,7
Atif Mehmood,T20I,20,374,342.0,19,199,15,3,62.3,5.49,18.0,53.21,19.68,0.0,0.0,3.0,3/7.0,21
Sohail Khan,ODI,13,669,597.0,19,389,22,3,111.5,5.35,31.42,58.15,35.21,1.0,0.0,5.0,5/54.0,13
D Wiese,ODI,14,677,638.0,19,359,12,0,112.8,5.65,33.58,53.03,35.63,0.0,1.0,4.0,4/57.0,14
J Royal,CPL,21,345,446.0,19,157,14,1,57.5,7.76,23.47,45.51,18.16,0.0,0.0,3.0,3/17.0,23
A Meyenborg,T20I,16,309,296.0,19,168,30,11,51.5,5.75,15.58,54.37,16.26,0.0,0.0,3.0,3/7.0,18
AD Mascarenhas,IPL,13,308,356.0,19,130,2,0,51.3,6.94,18.74,42.21,16.21,1.0,0.0,5.0,5/24.0,13
CRD Fernando,IPL,10,238,298.0,19,107,11,4,39.7,7.51,15.68,44.96,12.53,1.0,0.0,5.0,5/17.0,10
TM Head,BBL,32,343,459.0,19,109,9,1,57.2,8.03,24.16,31.78,18.05,0.0,0.0,3.0,3/15.0,57
CD Hinchliffe,BBL,26,360,483.0,19,97,3,0,60.0,8.05,25.42,26.94,18.95,0.0,0.0,3.0,3/19.0,27
KM Beams,T20I,14,318,273.0,19,138,5,0,53.0,5.15,14.37,43.4,16.74,0.0,0.0,3.0,3/11.0,14
KM Chingaipe,T20I,15,282,249.0,19,173,26,2,47.0,5.3,13.11,61.35,14.84,0.0,1.0,4.0,4/12.0,18
Atif-Ur-Rehman,T20I,16,320,288.0,19,182,19,2,53.3,5.4,15.16,56.88,16.84,0.0,0.0,3.0,3/11.0,16
CH Gayle,IPL,38,557,729.0,19,196,27,3,92.8,7.85,38.37,35.19,29.32,0.0,0.0,3.0,3/21.0,141
Yves Cyusa,T20I,19,294,293.0,19,137,8,0,49.0,5.98,15.42,46.6,15.47,0.0,0.0,3.0,3/1.0,30
AJ Turner,BBL,43,348,432.0,19,113,8,0,58.0,7.45,22.74,32.47,18.32,0.0,0.0,2.0,2/1.0,139
DM Gondaria,T20I,13,221,237.0,19,112,12,0,36.8,6.43,12.47,50.68,11.63,1.0,0.0,5.0,5/9.0,29
DN Wellalage,T20I,16,357,431.0,19,140,7,0,59.5,7.24,22.68,39.22,18.79,0.0,0.0,3.0,3/8.0,16
A Nanda,T20I,23,444,595.0,19,201,34,0,74.0,8.04,31.32,45.27,23.37,0.0,0.0,2.0,2/15.0,24
J Nyumbu,ODI,16,796,687.0,19,415,18,0,132.7,5.18,36.16,52.14,41.89,0.0,0.0,3.0,3/40.0,17
Mukesh Kumar,T20I,14,273,389.0,19,107,10,9,45.5,8.55,20.47,39.19,14.37,0.0,1.0,4.0,4/19.0,14
L Qiao,T20I,13,264,159.0,19,170,16,0,44.0,3.61,8.37,64.39,13.89,0.0,0.0,3.0,3/7.0,15
A Sutherland,Test,7,834,442.0,19,624,4,3,139.0,3.18,23.26,74.82,43.89,3.0,0.0,6.0,6/61.0,7
N Gwanzura,T20I,17,299,319.0,19,149,12,1,49.8,6.4,16.79,49.83,15.74,0.0,0.0,3.0,3/4.0,30
SA Jacobs,CPL,27,481,605.0,19,182,9,1,80.2,7.55,31.84,37.84,25.32,0.0,0.0,3.0,3/22.0,27
Rameen Shamim,ODI,18,813,585.0,19,455,8,0,135.5,4.32,30.79,55.97,42.79,0.0,1.0,4.0,4/59.0,20
L Denny,T20I,13,276,339.0,19,122,12,1,46.0,7.37,17.84,44.2,14.53,0.0,1.0,4.0,4/11.0,16
MR Marsh,T20I,25,301,387.0,19,112,15,1,50.2,7.71,20.37,37.21,15.84,0.0,0.0,3.0,3/23.0,83
NM Odhiambo,T20I,26,391,536.0,19,141,23,1,65.2,8.23,28.21,36.06,20.58,0.0,0.0,3.0,3/27.0,49
VD Adewoye,T20I,22,314,436.0,19,108,12,3,52.3,8.33,22.95,34.39,16.53,0.0,2.0,4.0,4/18.0,52
NND de Silva,T20I,22,265,259.0,19,124,15,0,44.2,5.86,13.63,46.79,13.95,0.0,1.0,4.0,4/19.0,110
Aamir Kaleem,ODI,15,679,410.0,19,440,2,0,113.2,3.62,21.58,64.8,35.74,0.0,1.0,4.0,4/24.0,15
Shoaib Malik,PSL,51,667,792.0,19,239,18,2,111.2,7.12,41.68,35.83,35.11,0.0,0.0,3.0,3/16.0,91
DE Johnson,CPL,11,225,321.0,19,99,11,0,37.5,8.56,16.89,44.0,11.84,0.0,1.0,4.0,4/20.0,11
Shoaib Akhtar,T20I,14,310,421.0,19,146,8,9,51.7,8.15,22.16,47.1,16.32,0.0,0.0,3.0,3/38.0,14
LA McBride,T20I,20,370,414.0,19,130,14,0,61.7,6.71,21.79,35.14,19.47,0.0,0.0,3.0,3/5.0,20
A Turkmen,T20I,19,392,470.0,19,172,27,2,65.3,7.19,24.74,43.88,20.63,0.0,1.0,4.0,4/37.0,19
Ritu Moni,ODI,31,895,702.0,19,473,17,0,149.2,4.71,36.95,52.85,47.11,0.0,0.0,3.0,3/36.0,41
AJ Hosein,PSL,14,330,446.0,19,110,6,0,55.0,8.11,23.47,33.33,17.37,0.0,1.0,4.0,4/23.0,14
N Shangase,T20I,18,216,257.0,19,91,4,0,36.0,7.14,13.53,42.13,11.37,1.0,0.0,5.0,5/12.0,19
E Kabwere,T20I,10,200,154.0,19,128,24,1,33.3,4.62,8.11,64.0,10.53,1.0,1.0,5.0,5/15.0,10
J Evans,T20I,9,199,223.0,19,89,8,1,33.2,6.72,11.74,44.72,10.47,0.0,2.0,4.0,4/20.0,9
JJ van der Wath,ODI,10,532,551.0,19,255,9,5,88.7,6.21,29.0,47.93,28.0,0.0,0.0,3.0,3/49.0,10
OP Stone,Test,5,611,400.0,18,434,1,1,101.8,3.93,22.22,71.03,33.94,1.0,1.0,5.0,5/126.0,5
O Matsolo,T20I,16,294,316.0,18,163,39,6,49.0,6.45,17.56,55.44,16.33,0.0,1.0,4.0,4/13.0,18
Usman Tariq,T20I,8,181,201.0,18,65,7,0,30.2,6.66,11.17,35.91,10.06,0.0,2.0,4.0,4/16.0,8
SP Narine,BBL,12,292,355.0,18,110,3,4,48.7,7.29,19.72,37.67,16.22,0.0,0.0,3.0,3/26.0,12
NSS Sharma,WPL,10,229,316.0,18,76,12,1,38.2,8.28,17.56,33.19,12.72,1.0,0.0,5.0,5/32.0,10
Salman Irshad,CPL,12,266,343.0,18,106,14,2,44.3,7.74,19.06,39.85,14.78,0.0,2.0,4.0,4/19.0,12
S Dhadwal,T20I,20,315,302.0,18,162,30,2,52.5,5.75,16.78,51.43,17.5,0.0,0.0,3.0,3/2.0,22
AG Wharf,ODI,12,557,398.0,18,348,5,21,92.8,4.29,22.11,62.48,30.94,0.0,1.0,4.0,4/24.0,12
Shabbir Ahmed,ODI,15,768,566.0,18,497,33,20,128.0,4.42,31.44,64.71,42.67,0.0,0.0,3.0,3/19.0,15
D Golechha,T20I,15,336,219.0,18,220,43,4,56.0,3.91,12.17,65.48,18.67,0.0,1.0,4.0,4/15.0,15
S Mahmood,PSL,8,175,267.0,18,65,7,0,29.2,9.15,14.83,37.14,9.72,0.0,1.0,4.0,4/33.0,8
TBM de Leede,ODI,11,467,407.0,18,268,17,0,77.8,5.23,22.61,57.39,25.94,1.0,0.0,6.0,6/33.0,11
KS Lokuarachchi,ODI,14,660,499.0,18,341,6,0,110.0,4.54,27.72,51.67,36.67,0.0,0.0,3.0,3/37.0,14
ZL Thoon,T20I,12,256,156.0,18,156,24,1,42.7,3.66,8.67,60.94,14.22,0.0,0.0,3.0,3/3.0,12
I Wardlaw,ODI,12,604,581.0,18,354,18,0,100.7,5.77,32.28,58.61,33.56,0.0,0.0,3.0,3/49.0,12
I Mutoni,T20I,12,224,184.0,18,141,13,2,37.3,4.93,10.22,62.95,12.44,0.0,0.0,3.0,3/8.0,13
BJ Hodge,IPL,20,234,303.0,18,79,4,0,39.0,7.77,16.83,33.76,13.0,1.0,0.0,5.0,5/13.0,66
Ali Masood,T20I,12,218,303.0,18,91,17,2,36.3,8.34,16.83,41.74,12.11,0.0,0.0,3.0,3/31.0,18
I Edwards,T20I,16,292,326.0,18,145,31,1,48.7,6.7,18.11,49.66,16.22,0.0,0.0,3.0,3/7.0,17
P Siaka,ODI,11,493,242.0,18,331,8,0,82.2,2.95,13.44,67.14,27.39,0.0,2.0,4.0,4/18.0,14
P Thongsa,T20I,17,199,208.0,18,92,6,1,33.2,6.27,11.56,46.23,11.06,0.0,0.0,3.0,3/2.0,26
A Dalzell,T20I,24,425,493.0,18,213,26,2,70.8,6.96,27.39,50.12,23.61,0.0,0.0,2.0,2/7.0,24
T Gwandu,T20I,18,303,421.0,18,127,14,3,50.5,8.34,23.39,41.91,16.83,0.0,0.0,3.0,3/9.0,21
MJG Rippon,T20I,13,250,285.0,18,103,4,0,41.7,6.84,15.83,41.2,13.89,0.0,0.0,3.0,3/8.0,14
AR Nedd,CPL,21,413,500.0,18,184,4,0,68.8,7.26,27.78,44.55,22.94,0.0,1.0,4.0,4/24.0,20
WK Lai,T20I,17,282,263.0,18,134,25,7,47.0,5.6,14.61,47.52,15.67,0.0,1.0,4.0,4/15.0,42
JS Patel,T20I,10,200,269.0,18,67,0,1,33.3,8.07,14.94,33.5,11.11,0.0,1.0,4.0,4/20.0,11
SPD Smith,T20I,17,291,377.0,18,99,4,0,48.5,7.77,20.94,34.02,16.17,0.0,0.0,3.0,3/20.0,66
AL Mundundo,T20I,18,281,232.0,18,163,39,6,46.8,4.95,12.89,58.01,15.61,0.0,1.0,4.0,4/5.0,26
Yasir Arafat,T20I,13,237,316.0,18,96,9,1,39.5,8.0,17.56,40.51,13.17,0.0,0.0,3.0,3/16.0,13
Maahi Madhavan,T20I,15,247,251.0,18,132,5,1,41.2,6.1,13.94,53.44,13.72,0.0,0.0,3.0,3/22.0,16
Meghna Singh,ODI,17,722,592.0,18,448,31,0,120.3,4.92,32.89,62.05,40.11,0.0,0.0,3.0,3/25.0,17
J Ajiambo,T20I,14,277,201.0,18,159,16,4,46.2,4.35,11.17,57.4,15.39,0.0,0.0,3.0,3/5.0,19
R Thapliyal,T20I,11,252,277.0,18,114,7,0,42.0,6.6,15.39,45.24,14.0,0.0,1.0,4.0,4/26.0,11
Shoaib Malik,CPL,32,336,384.0,18,148,13,1,56.0,6.86,21.33,44.05,18.67,0.0,0.0,1.0,1/2.0,62
Luqman Butt,T20I,25,428,522.0,18,205,15,0,71.3,7.32,29.0,47.9,23.78,0.0,0.0,2.0,2/9.0,30
Faheem Nazir,T20I,15,244,305.0,18,123,14,0,40.7,7.5,16.94,50.41,13.56,0.0,0.0,3.0,3/27.0,19
VC Drakes,ODI,12,631,461.0,18,384,3,14,105.2,4.38,25.61,60.86,35.06,1.0,0.0,7.0,7/44.0,12
FA Cossa,T20I,16,318,377.0,18,131,13,0,53.0,7.11,20.94,41.19,17.67,0.0,0.0,3.0,3/16.0,18
M Artur,T20I,16,221,184.0,18,133,15,2,36.8,5.0,10.22,60.18,12.28,0.0,0.0,2.0,2/2.0,24
M Beardman,BBL,13,250,327.0,18,105,5,4,41.7,7.85,18.17,42.0,13.89,0.0,0.0,3.0,3/17.0,13
SJ Coyte,ODI,14,666,483.0,18,381,12,0,111.0,4.35,26.83,57.21,37.0,0.0,0.0,3.0,3/38.0,14
Alok Kapali,ODI,25,734,640.0,18,339,10,0,122.3,5.23,35.56,46.19,40.78,0.0,0.0,3.0,3/48.0,39
AR Caddick,ODI,11,590,384.0,18,418,14,8,98.3,3.91,21.33,70.85,32.78,0.0,3.0,4.0,4/34.0,11
M Taylor,T20I,23,468,539.0,18,236,23,1,78.0,6.91,29.94,50.43,26.0,0.0,0.0,3.0,3/12.0,31
PR Stirling,T20I,35,474,562.0,18,164,16,0,79.0,7.11,31.22,34.6,26.33,0.0,0.0,2.0,2/6.0,133
R Mangal,T20I,16,224,318.0,18,78,11,1,37.3,8.52,17.67,34.82,12.44,0.0,0.0,3.0,3/2.0,16
R Baaleri,T20I,12,218,263.0,18,94,1,0,36.3,7.24,14.61,43.12,12.11,1.0,2.0,5.0,5/29.0,19
D Panda,T20I,14,251,297.0,18,108,10,0,41.8,7.1,16.5,43.03,13.94,0.0,1.0,4.0,4/4.0,17
Delawar Khan,T20I,20,330,396.0,18,146,10,5,55.0,7.2,22.0,44.24,18.33,0.0,0.0,3.0,3/12.0,22
Sania Khan,T20I,14,245,261.0,18,114,7,0,40.8,6.39,14.5,46.53,13.61,0.0,1.0,4.0,4/16.0,14
NO Miller,CPL,34,606,716.0,18,229,14,0,101.0,7.09,39.78,37.79,33.67,0.0,0.0,3.0,3/17.0,35
HC Knight,T20I,38,483,493.0,18,177,8,0,80.5,6.12,27.39,36.65,26.83,0.0,0.0,3.0,3/9.0,129
Mohammad Irfan,T20I,22,456,562.0,18,216,11,3,76.0,7.39,31.22,47.37,25.33,0.0,0.0,2.0,2/18.0,22
Aziz Mohammad,T20I,15,250,343.0,18,83,13,4,41.7,8.23,19.06,33.2,13.89,0.0,0.0,3.0,3/27.0,18
HA Varaiya,ODI,15,676,545.0,18,370,9,0,112.7,4.84,30.28,54.73,37.56,0.0,0.0,3.0,3/10.0,18
DM de Silva,T20I,26,305,344.0,18,106,2,1,50.8,6.77,19.11,34.75,16.94,0.0,0.0,3.0,3/22.0,42
Sher Sahak,T20I,15,209,241.0,18,99,14,3,34.8,6.92,13.39,47.37,11.61,0.0,0.0,3.0,3/17.0,36
Fanyan Mughal,T20I,20,391,488.0,18,181,33,3,65.2,7.49,27.11,46.29,21.72,0.0,0.0,3.0,3/13.0,20
SW Masakadza,Test,5,1063,515.0,18,797,6,6,177.2,2.91,28.61,74.98,59.06,2.0,1.0,5.0,5/57.0,5
KADA Kanchana,ODI,20,635,602.0,18,329,26,2,105.8,5.69,33.44,51.81,35.28,0.0,0.0,3.0,3/26.0,23
